1 0.000001 1000.000000 0.000000 357.100000 
2 0.000001 1000.000000 0.000000 357.100000 
3 0.000001 1000.000000 0.000000 357.100000 
4 0.000001 1000.000000 0.000000 357.100000 
5 0.000001 1000.000000 0.000000 357.100000 
6 0.000001 1000.000000 0.000000 357.100000 
7 0.000001 1000.000000 0.000000 357.100000 
8 0.000001 1000.000000 0.000000 357.100000 
9 0.000001 1000.000000 0.000000 357.100000 
10 0.000001 1000.000000 0.000000 357.100000 
11 0.000001 1000.000000 0.000000 357.100000 
12 0.000001 1000.000000 0.000000 357.100000 
13 0.000001 1000.000000 0.000000 357.100000 
14 0.000001 1000.000000 0.000000 357.100000 
15 0.000001 1000.000000 0.000000 357.100000 
16 0.000001 1000.000000 0.000000 357.100000 
17 0.000001 1000.000000 0.000000 357.100000 
18 0.000001 1000.000000 0.000000 357.100000 
19 0.000001 1000.000000 0.000000 357.100000 
20 0.000001 1000.000000 0.000000 357.100000 
21 0.000001 1000.000000 0.000000 357.100000 
22 0.000001 1000.000000 0.000000 357.100000 
23 0.000001 1000.000000 0.000000 357.100000 
24 0.000001 1000.000000 0.000000 357.100000 
25 0.000001 1000.000000 0.000000 357.100000 
26 0.000001 1000.000000 0.000000 357.100000 
27 0.000001 1000.000000 0.000000 357.100000 
28 0.000001 1000.000000 0.000000 357.100000 
29 0.000001 1000.000000 0.000000 357.100000 
30 0.000001 1000.000000 0.000000 357.100000 
31 0.000001 1000.000000 0.000000 357.100000 
32 0.000001 1000.000000 0.000000 357.100000 
33 0.000001 1000.000000 0.000000 357.100000 
34 0.000001 1000.000000 0.000000 357.100000 
35 0.000001 1000.000000 0.000000 357.100000 
36 0.000001 1000.000000 0.000000 357.100000 
37 0.000001 1000.000000 0.000000 357.100000 
38 0.000001 1000.000000 0.000000 357.100000 
39 0.000001 1000.000000 0.000000 357.100000 
40 0.000001 1000.000000 0.000000 357.100000 
41 0.000001 1000.000000 0.000000 357.100000 
42 0.000001 1000.000000 0.000000 357.100000 
43 0.000001 1000.000000 0.000000 357.100000 
44 0.000001 1000.000000 0.000000 357.100000 
45 0.000001 1000.000000 0.000000 357.100000 
46 0.000001 1000.000000 0.000000 357.100000 
47 0.000001 1000.000000 0.000000 357.100000 
48 0.000001 1000.000000 0.000000 357.100000 
49 0.000001 1000.000000 0.000000 357.100000 
50 0.000001 1000.000000 0.000000 357.100000 
51 0.000001 1000.000000 0.000000 357.100000 
52 0.000001 1000.000000 0.000000 357.100000 
53 0.000001 1000.000000 0.000000 357.100000 
54 0.000001 1000.000000 0.000000 357.100000 
55 0.000001 1000.000000 0.000000 357.100000 
56 0.000001 1000.000000 0.000000 357.100000 
57 0.000001 1000.000000 0.000000 357.100000 
58 0.000001 1000.000000 0.000000 357.100000 
59 0.000001 1000.000000 0.000000 357.100000 
60 0.000001 1000.000000 0.000000 357.100000 
61 0.000001 1000.000000 0.000000 357.100000 
62 0.000001 1000.000000 0.000000 357.100000 
63 0.000001 1000.000000 0.000000 357.100000 
64 0.000001 1000.000000 0.000000 357.100000 
65 0.000001 1000.000000 0.000000 357.100000 
66 0.000001 1000.000000 0.000000 357.100000 
67 0.000001 1000.000000 0.000000 357.100000 
68 0.000001 1000.000000 0.000000 357.100000 
69 0.000001 1000.000000 0.000000 357.100000 
70 0.000001 1000.000000 0.000000 357.100000 
71 0.000001 1000.000000 0.000000 357.100000 
72 0.000001 1000.000000 0.000000 357.100000 
73 0.000001 1000.000000 0.000000 357.100000 
74 0.000001 1000.000000 0.000000 357.100000 
75 0.000001 1000.000000 0.000000 357.100000 
76 0.000001 1000.000000 0.000000 357.100000 
77 0.000001 1000.000000 0.000000 357.100000 
78 0.000001 1000.000000 0.000000 357.100000 
79 0.000001 1000.000000 0.000000 357.100000 
